,Course Code,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (grade),Scholarship holder,Debtor,Previous qualification (grade),Gender,Attendance,Marital status,Tuition fees up to date,Target,CGPA,DropOff_Rate,Appreciation_Rate
1320,9238,18,0,12.166666666666666,0,12.333333333333334,no,yes,135.0,male,present,single,yes,Graduate,3.4027777777777777,0.0,0.17
1322,9500,18,0,13.76375,0,13.76375,yes,no,145.0,male,present,single,yes,Graduate,3.8232638888888886,0.0,0.0
1323,9130,19,0,12.4,0,12.8,yes,no,118.0,male,present,single,yes,Graduate,3.5000000000000004,0.0,0.4
1325,9500,18,0,14.333333333333334,0,14.333333333333334,no,no,152.0,male,present,single,yes,Graduate,3.9814814814814814,0.0,0.0
1328,9500,21,0,14.69625,0,14.622222222222224,no,no,123.0,male,present,single,yes,Graduate,4.072010030864197,0.07,0.0
1330,9130,18,0,12.855555555555556,0,13.9125,yes,no,131.0,male,present,single,yes,Graduate,3.7177854938271606,0.0,1.06
1331,9500,18,0,13.7,0,13.994444444444444,no,no,141.0,male,present,single,yes,Graduate,3.84645061728395,0.0,0.29
1334,9500,18,0,13.285714285714286,0,13.333333333333334,no,no,133.0,male,present,single,yes,Graduate,3.697089947089947,0.0,0.05
1338,9130,21,0,11.5,0,11.0,no,no,120.0,male,present,single,yes,Dropout,3.125,0.5,0.0
1339,9500,19,0,11.4,0,11.4,yes,no,130.0,male,present,single,yes,Graduate,3.1666666666666665,0.0,0.0
1340,9238,21,3,12.333333333333334,2,11.333333333333334,yes,no,120.0,male,present,single,yes,Graduate,3.287037037037037,1.0,0.0
1343,9853,18,0,13.0,0,13.5,yes,no,133.0,male,present,single,yes,Graduate,3.6805555555555554,0.0,0.5
1344,9070,18,0,11.833333333333334,0,11.0,yes,yes,122.0,male,present,single,no,Dropout,3.1712962962962967,0.83,0.0
1345,9085,18,0,14.0,0,13.333333333333334,no,no,138.0,male,present,single,yes,Graduate,3.7962962962962967,0.67,0.0
1346,9773,18,0,12.333333333333334,0,13.5,yes,no,134.0,male,present,single,yes,Graduate,3.5879629629629632,0.0,1.17
1349,9085,24,1,12.5,0,12.833333333333334,yes,no,133.1,male,present,single,yes,Graduate,3.5185185185185186,0.0,0.33
1351,9500,18,0,15.657142857142857,0,15.657142857142857,no,no,141.0,male,present,single,yes,Graduate,4.349206349206349,0.0,0.0
1352,9070,19,0,12.166666666666666,0,11.333333333333334,no,no,145.0,male,present,single,yes,Graduate,3.263888888888889,0.83,0.0
1361,9500,18,0,13.331428571428573,0,13.331428571428573,yes,no,139.0,female,present,single,yes,Graduate,3.7031746031746033,0.0,0.0
1364,9500,19,0,13.7,0,13.7,no,no,138.0,female,present,single,yes,Graduate,3.8055555555555554,0.0,0.0
1366,9119,20,4,13.454545454545457,2,13.875,no,no,136.0,female,present,single,yes,Dropout,3.7957702020202024,0.0,0.42
1367,9500,19,0,12.2,0,12.2,no,no,134.0,female,present,single,yes,Graduate,3.3888888888888884,0.0,0.0
1369,9670,23,0,13.0,0,12.857142857142858,yes,no,110.0,female,present,single,yes,Graduate,3.5912698412698414,0.14,0.0
1370,8014,29,0,12.0,0,14.0,no,no,133.1,female,absent,single,yes,Graduate,3.611111111111111,0.0,2.0
1371,9500,20,0,15.028571428571428,0,15.028571428571428,no,no,129.0,female,present,single,yes,Graduate,4.174603174603175,0.0,0.0
1372,9238,18,0,12.0,0,11.714285714285714,no,no,116.0,female,present,single,yes,Graduate,3.2936507936507935,0.29,0.0
1373,9773,19,0,12.0,0,12.4,no,no,130.0,female,present,single,yes,Graduate,3.3888888888888884,0.0,0.4
1380,9130,21,0,12.375,0,12.583333333333334,no,no,133.1,female,present,single,yes,Graduate,3.4664351851851856,0.0,0.21
1382,9003,27,14,11.421052631578949,10,11.076923076923077,no,no,120.0,female,present,single,yes,Graduate,3.124718848403059,0.34,0.0
1383,9500,18,0,13.35,0,13.35,no,no,148.0,female,present,single,yes,Graduate,3.708333333333333,0.0,0.0
1387,9147,19,0,13.25,0,11.833333333333334,no,no,133.0,female,present,single,yes,Graduate,3.4837962962962967,1.42,0.0
1390,9500,18,0,13.88125,0,13.88125,yes,no,140.0,male,present,single,yes,Graduate,3.8559027777777777,0.0,0.0
1391,9254,18,0,11.333333333333334,0,12.6,no,no,127.0,male,present,single,yes,Graduate,3.324074074074074,0.0,1.27
1393,9238,19,0,12.857142857142858,0,13.666666666666666,no,no,132.0,male,present,single,yes,Graduate,3.683862433862434,0.0,0.81
1394,9773,19,0,11.6,0,12.5,no,yes,113.0,male,present,single,yes,Graduate,3.3472222222222223,0.0,0.9
1395,9254,18,0,11.4,0,11.333333333333334,yes,no,115.0,male,present,single,yes,Graduate,3.1574074074074074,0.07,0.0
1397,9070,22,2,13.571428571428571,5,13.77777777777778,yes,yes,150.0,male,present,single,yes,Graduate,3.798500881834215,0.0,0.21
1398,9130,31,0,11.833333333333334,0,12.228571428571428,no,no,133.1,male,present,married,yes,Graduate,3.341931216931217,0.0,0.4
1399,9853,19,0,14.428571428571429,0,14.142857142857142,yes,no,141.0,male,present,single,yes,Graduate,3.968253968253968,0.29,0.0
1401,9254,18,0,12.285714285714286,0,12.4,yes,no,136.0,male,present,single,yes,Graduate,3.428571428571429,0.0,0.11
1402,9085,21,0,14.4,0,13.8,no,no,140.0,male,present,single,yes,Graduate,3.916666666666667,0.6,0.0
1403,9500,18,0,13.15,0,15.06875,yes,no,143.0,male,present,single,yes,Graduate,3.919270833333333,0.0,1.92
1406,9500,19,0,12.342857142857143,0,12.342857142857143,yes,no,129.0,male,present,single,yes,Graduate,3.428571428571429,0.0,0.0
1409,9147,19,0,10.6,0,11.6,no,no,150.0,female,present,single,yes,Graduate,3.083333333333333,0.0,1.0
1412,9670,23,3,10.5,4,11.7,no,no,127.0,female,present,single,yes,Graduate,3.083333333333333,0.0,1.2
1414,9500,18,0,13.457142857142856,0,14.5125,no,no,131.0,male,present,single,yes,Graduate,3.8846726190476186,0.0,1.06
1417,9670,18,0,13.666666666666666,0,13.6,no,no,130.0,male,present,single,yes,Graduate,3.7870370370370368,0.07,0.0
1418,9147,18,0,11.6,0,11.8,yes,yes,122.0,male,present,single,yes,Graduate,3.2499999999999996,0.0,0.2
1419,9130,24,0,12.571428571428571,0,12.833333333333334,no,no,114.0,male,present,single,yes,Dropout,3.5284391534391535,0.0,0.26
1420,9853,18,0,11.8,0,11.4,no,no,143.0,male,present,single,yes,Dropout,3.2222222222222223,0.4,0.0
1422,9238,19,0,11.333333333333334,0,11.833333333333334,yes,no,141.0,male,present,single,yes,Graduate,3.2175925925925926,0.0,0.5
1423,9254,18,0,10.666666666666666,0,11.5,no,no,129.0,male,present,single,yes,Graduate,3.0787037037037033,0.0,0.83
1429,9773,21,0,13.0,0,12.833333333333334,yes,no,120.0,male,present,single,yes,Graduate,3.5879629629629632,0.17,0.0
1430,9500,18,0,12.90857142857143,0,12.90857142857143,yes,no,144.0,male,present,single,yes,Graduate,3.585714285714286,0.0,0.0
1433,9070,19,0,15.333333333333334,0,15.833333333333334,no,no,152.0,male,present,single,yes,Graduate,4.328703703703704,0.0,0.5
1437,8014,35,0,12.5,0,12.166666666666666,no,no,140.0,male,absent,married,yes,Graduate,3.4259259259259256,0.33,0.0
1438,9670,19,0,13.0,0,14.333333333333334,yes,no,133.0,male,present,single,yes,Graduate,3.7962962962962967,0.0,1.33
1441,171,25,16,11.61111111111111,14,12.055555555555555,no,no,115.0,female,present,single,yes,Graduate,3.2870370370370368,0.0,0.44
1442,9254,18,0,14.0,0,14.666666666666666,no,no,125.0,female,present,single,yes,Graduate,3.981481481481481,0.0,0.67
1444,9991,34,0,13.8,0,13.833333333333334,no,no,140.0,female,absent,single,yes,Graduate,3.837962962962963,0.0,0.03
1449,9070,25,2,12.571428571428571,5,12.555555555555555,no,no,140.0,female,present,single,yes,Graduate,3.489858906525573,0.02,0.0
1450,9130,18,0,12.0,0,12.166666666666666,no,no,132.0,female,present,single,yes,Dropout,3.356481481481481,0.0,0.17
1451,9003,19,8,12.0,4,12.307692307692308,no,no,148.0,female,present,single,yes,Graduate,3.3760683760683756,0.0,0.31
1453,9238,20,1,12.0,2,11.166666666666666,yes,no,126.0,female,present,single,yes,Graduate,3.217592592592592,0.83,0.0
1461,9003,20,0,12.857142857142858,0,12.3,no,no,150.0,female,present,single,yes,Graduate,3.494047619047619,0.56,0.0
1465,8014,21,9,12.454545454545457,3,12.75,no,no,116.0,female,absent,single,yes,Graduate,3.500631313131313,0.0,0.3
1468,9773,18,0,15.5,0,14.166666666666666,yes,no,170.0,female,present,single,yes,Graduate,4.12037037037037,1.33,0.0
1469,9254,18,0,12.333333333333334,0,13.666666666666666,no,no,123.0,female,present,single,yes,Graduate,3.611111111111111,0.0,1.33
1472,9773,18,0,11.333333333333334,0,12.285714285714286,yes,no,130.0,female,present,single,yes,Graduate,3.2804232804232805,0.0,0.95
1477,171,21,6,13.666666666666666,4,13.0,no,no,128.0,female,present,single,yes,Graduate,3.7037037037037033,0.67,0.0
1480,9085,22,1,12.166666666666666,4,14.8,yes,no,150.0,female,present,single,yes,Dropout,3.7453703703703707,0.0,2.63
1482,9670,21,0,15.166666666666666,0,14.428571428571429,yes,no,140.0,female,present,single,yes,Graduate,4.110449735449735,0.74,0.0
1484,9500,26,0,10.983333333333334,0,10.983333333333334,yes,no,133.1,male,present,single,yes,Graduate,3.050925925925926,0.0,0.0
1486,9085,20,7,13.384615384615383,4,14.285714285714286,yes,no,140.0,male,present,single,no,Graduate,3.843101343101343,0.0,0.9
1490,9003,29,0,16.11111111111111,0,13.5,no,no,120.0,female,present,married,yes,Graduate,4.112654320987654,2.61,0.0
1491,9773,20,0,11.5,0,11.0,no,no,133.1,female,present,single,yes,Graduate,3.125,0.5,0.0
1495,9119,23,0,13.8,0,14.142857142857142,no,no,140.0,female,present,single,yes,Graduate,3.880952380952381,0.0,0.34
1496,9130,20,0,13.585714285714284,0,14.6875,no,no,130.0,female,present,single,yes,Graduate,3.9268353174603168,0.0,1.1
1497,9670,19,0,13.857142857142858,0,13.0,no,no,110.0,female,present,single,yes,Graduate,3.7301587301587302,0.86,0.0
1499,9003,20,0,13.444444444444445,0,12.6,yes,no,160.0,female,present,single,yes,Graduate,3.617283950617284,0.84,0.0
1500,9070,18,0,14.0,0,13.857142857142858,no,no,138.0,female,present,single,yes,Graduate,3.869047619047619,0.14,0.0
1502,9991,33,0,14.2,0,13.833333333333334,no,no,120.0,female,absent,married,yes,Graduate,3.893518518518518,0.37,0.0
1508,9070,22,9,14.0,7,13.0,no,no,134.0,female,present,single,yes,Graduate,3.75,1.0,0.0
1513,9254,19,0,13.5,0,14.333333333333334,no,no,115.0,male,present,single,yes,Graduate,3.865740740740741,0.0,0.83
1515,171,21,15,13.38888888888889,15,14.88888888888889,yes,no,146.0,male,present,single,yes,Graduate,3.927469135802469,0.0,1.5
1517,171,19,6,13.583333333333334,4,13.583333333333334,no,no,135.0,female,present,single,yes,Graduate,3.7731481481481484,0.0,0.0
1521,9991,29,0,15.2,0,15.2,no,no,133.1,female,absent,married,yes,Graduate,4.222222222222222,0.0,0.0
1525,9500,19,0,12.828571428571427,0,12.828571428571427,no,no,151.0,female,present,single,yes,Graduate,3.5634920634920633,0.0,0.0
1529,9500,23,0,11.328571428571427,0,11.328571428571427,no,yes,140.0,male,present,single,no,Dropout,3.1468253968253963,0.0,0.0
1531,9500,18,0,13.033333333333331,0,13.033333333333331,no,no,143.0,male,present,single,yes,Graduate,3.62037037037037,0.0,0.0
1534,9085,18,0,14.4,0,13.6,no,no,136.0,male,present,single,yes,Graduate,3.888888888888889,0.8,0.0
1537,9238,18,0,12.666666666666666,0,12.0,yes,no,141.0,male,present,single,yes,Graduate,3.4259259259259256,0.67,0.0
1550,8014,35,11,12.6875,11,12.0,yes,no,133.1,male,absent,married,yes,Graduate,3.428819444444444,0.69,0.0
1551,9147,49,9,10.4,4,10.666666666666666,no,no,123.0,male,present,single,yes,Graduate,2.925925925925926,0.0,0.27
1552,9147,52,11,10.466666666666669,9,10.923076923076923,no,no,110.0,male,present,single,yes,Graduate,2.970797720797721,0.0,0.46
1553,9085,18,0,14.333333333333334,0,13.0,no,no,130.0,male,present,single,yes,Graduate,3.7962962962962967,1.33,0.0
1554,8014,30,0,14.666666666666666,0,14.333333333333334,yes,no,133.1,male,absent,single,yes,Graduate,4.027777777777778,0.33,0.0
1555,9500,21,0,12.835714285714284,0,14.23125,no,no,97.0,male,present,single,yes,Graduate,3.759300595238095,0.0,1.4
1559,9500,18,0,13.24875,0,13.24875,no,no,141.0,female,present,single,yes,Graduate,3.680208333333333,0.0,0.0
1565,9238,19,0,13.625,0,12.166666666666666,yes,no,135.0,male,present,single,yes,Graduate,3.5821759259259256,1.46,0.0
1566,9500,18,0,14.85,0,15.61111111111111,yes,no,144.0,male,present,single,yes,Graduate,4.23070987654321,0.0,0.76
1574,9991,46,6,12.375,4,12.4,no,no,120.0,male,absent,married,yes,Graduate,3.440972222222222,0.0,0.03
1580,9773,21,0,13.5,0,14.166666666666666,yes,no,146.0,female,present,single,yes,Graduate,3.842592592592592,0.0,0.67
1583,9853,21,0,12.0,0,11.2,yes,no,119.0,male,present,single,yes,Dropout,3.222222222222222,0.8,0.0
1584,9773,18,0,13.0,0,13.0,yes,no,132.0,male,present,single,yes,Graduate,3.611111111111111,0.0,0.0
1589,8014,22,0,12.666666666666666,0,12.166666666666666,no,no,134.0,female,absent,single,yes,Graduate,3.449074074074074,0.5,0.0
1597,9773,18,0,15.571428571428571,0,16.142857142857142,yes,no,164.0,female,present,single,yes,Graduate,4.404761904761905,0.0,0.57
1603,9003,19,0,12.142857142857142,0,13.6,no,no,120.0,female,present,single,yes,Graduate,3.575396825396825,0.0,1.46
1607,9500,18,0,12.8875,0,12.8875,no,no,141.0,female,present,single,yes,Graduate,3.5798611111111107,0.0,0.0
1609,9070,18,0,12.833333333333334,0,12.571428571428571,no,no,145.0,female,present,single,yes,Graduate,3.5284391534391535,0.26,0.0
1612,9500,18,0,11.983333333333334,0,12.28125,no,no,125.0,male,present,single,yes,Graduate,3.3700810185185186,0.0,0.3
1614,8014,36,0,11.833333333333334,0,11.5,yes,no,120.0,male,absent,married,yes,Graduate,3.240740740740741,0.33,0.0
1617,8014,24,0,11.4,0,11.8,no,no,120.0,male,absent,single,yes,Dropout,3.2222222222222223,0.0,0.4
1618,9773,19,0,13.166666666666666,0,13.0,yes,no,130.0,male,present,single,yes,Dropout,3.6342592592592586,0.17,0.0
1619,9670,20,3,12.833333333333334,2,11.8,yes,no,130.0,male,present,single,yes,Graduate,3.4212962962962963,1.03,0.0
1620,9670,19,0,14.125,0,14.5,no,no,128.0,male,present,single,yes,Graduate,3.975694444444444,0.0,0.38
1624,9853,24,9,11.5,7,10.444444444444445,no,no,120.0,male,present,single,yes,Dropout,3.0478395061728394,1.06,0.0
1626,9085,18,0,15.714285714285714,0,12.77777777777778,yes,no,127.0,male,present,single,yes,Graduate,3.9572310405643742,2.94,0.0
1632,9991,52,0,13.6,0,14.2,no,no,133.1,female,absent,married,yes,Graduate,3.8611111111111107,0.0,0.6
1634,9991,49,0,12.2,0,11.8,no,no,110.0,female,absent,married,yes,Graduate,3.333333333333333,0.4,0.0
1635,9670,18,0,12.285714285714286,0,13.333333333333334,yes,no,125.0,female,present,single,yes,Graduate,3.558201058201058,0.0,1.05
1637,9500,21,0,13.342857142857143,0,11.65,yes,no,121.0,female,present,single,yes,Graduate,3.4712301587301586,1.69,0.0
1639,9070,20,5,14.272727272727272,5,14.818181818181818,no,no,147.0,female,present,single,yes,Graduate,4.04040404040404,0.0,0.55
1640,9500,19,0,12.1375,0,12.91111111111111,yes,no,128.0,male,present,single,yes,Graduate,3.478973765432098,0.0,0.77
1641,9070,18,0,14.166666666666666,0,14.857142857142858,no,no,164.0,male,present,single,yes,Graduate,4.031084656084656,0.0,0.69
1642,9500,18,0,13.528571428571428,0,14.655555555555557,no,no,137.0,male,present,single,yes,Graduate,3.9144620811287476,0.0,1.13
1643,8014,20,0,12.0,0,11.0,no,no,122.0,male,absent,single,yes,Graduate,3.194444444444444,1.0,0.0
1646,171,22,6,12.916666666666666,4,14.5,no,no,117.0,male,present,single,yes,Graduate,3.80787037037037,0.0,1.58
1647,9500,18,0,13.6375,0,14.3875,yes,no,140.0,male,present,single,yes,Graduate,3.8923611111111107,0.0,0.75
1648,9500,18,0,12.9,0,12.142857142857142,no,no,130.0,male,present,single,yes,Dropout,3.4781746031746033,0.76,0.0
1649,9500,19,0,14.36,0,14.36,yes,no,138.0,male,present,single,yes,Graduate,3.9888888888888885,0.0,0.0
1651,9500,18,0,14.7,0,14.7,no,no,142.0,male,present,single,yes,Graduate,4.083333333333333,0.0,0.0
1653,9130,20,0,13.0,0,15.0625,yes,no,122.0,male,present,single,yes,Graduate,3.897569444444444,0.0,2.06
1655,9085,20,0,12.333333333333334,0,12.6,no,no,120.0,male,present,single,yes,Graduate,3.462962962962963,0.0,0.27
1656,9147,19,0,13.4,0,13.0,no,no,131.0,male,present,single,yes,Graduate,3.6666666666666665,0.4,0.0
1660,9085,27,7,14.727272727272728,4,14.142857142857142,no,no,160.0,male,present,single,yes,Graduate,4.00974025974026,0.58,0.0
1661,9085,18,0,16.571428571428573,0,15.666666666666666,no,no,157.0,male,present,single,yes,Graduate,4.477513227513228,0.9,0.0
1662,9500,18,0,15.145,0,15.7425,no,no,150.0,male,present,single,yes,Graduate,4.289930555555555,0.0,0.6
1663,9500,18,0,13.44285714285714,0,15.075,yes,no,148.0,male,present,single,yes,Graduate,3.960813492063491,0.0,1.63
1666,9238,20,0,11.333333333333334,0,12.333333333333334,yes,no,158.0,male,present,single,yes,Graduate,3.287037037037037,0.0,1.0
1667,9500,18,0,13.76125,0,13.76125,no,no,145.0,male,present,single,yes,Graduate,3.8225694444444445,0.0,0.0
1668,9070,22,2,11.6,5,10.0,no,yes,100.0,male,present,single,no,Dropout,3.0,1.6,0.0
1671,9085,19,0,15.307692307692308,0,14.0,no,no,148.0,male,present,single,yes,Graduate,4.07051282051282,1.31,0.0
1673,9500,27,1,14.757142857142856,1,14.077777777777778,no,no,130.0,male,present,single,yes,Graduate,4.004850088183422,0.68,0.0
1674,9500,18,0,12.766666666666666,0,12.766666666666666,no,no,136.0,male,present,single,yes,Graduate,3.546296296296296,0.0,0.0
1684,9070,18,0,14.166666666666666,0,13.0,no,no,128.0,female,present,single,yes,Graduate,3.773148148148148,1.17,0.0
1685,9070,22,0,14.666666666666666,0,15.0,no,no,125.0,female,present,single,yes,Graduate,4.12037037037037,0.0,0.33
1692,9500,19,0,13.7,0,14.022222222222222,yes,no,133.0,female,present,single,yes,Graduate,3.8503086419753085,0.0,0.32
1695,9670,19,0,13.333333333333334,0,13.285714285714286,yes,no,120.0,female,present,single,yes,Graduate,3.697089947089947,0.05,0.0
1696,9070,22,0,11.4,0,12.166666666666666,no,no,141.0,female,present,single,yes,Graduate,3.273148148148148,0.0,0.77
1700,9500,18,0,15.63375,0,15.63375,yes,no,156.0,female,present,single,yes,Graduate,4.342708333333333,0.0,0.0
1701,9773,18,0,13.666666666666666,0,14.5,no,no,137.0,female,present,single,yes,Graduate,3.9120370370370368,0.0,0.83
1703,9238,18,0,12.5,0,11.5,no,no,130.0,female,present,single,yes,Graduate,3.333333333333333,1.0,0.0
1704,9670,25,0,12.285714285714286,0,13.0,yes,no,133.1,female,present,single,yes,Graduate,3.511904761904762,0.0,0.71
1709,9500,19,0,12.45,0,12.45,no,no,130.0,male,present,single,yes,Graduate,3.458333333333333,0.0,0.0
1711,9500,20,0,13.38125,0,13.38125,yes,no,137.0,male,present,single,yes,Graduate,3.717013888888889,0.0,0.0
1712,9500,33,1,12.16,0,11.34,no,no,133.1,male,present,single,no,Dropout,3.263888888888889,0.82,0.0
1714,9238,18,0,12.75,0,12.166666666666666,yes,no,140.0,male,present,single,yes,Graduate,3.460648148148148,0.58,0.0
1715,9500,19,0,13.3425,0,13.3425,no,no,135.0,male,present,single,yes,Graduate,3.70625,0.0,0.0
1716,9500,20,0,14.175,0,13.03125,yes,no,140.0,male,present,single,yes,Graduate,3.7786458333333335,1.14,0.0
1720,9085,18,0,12.0,0,12.142857142857142,no,no,128.0,female,present,single,yes,Graduate,3.353174603174603,0.0,0.14
1721,9254,18,0,10.571428571428571,0,11.4,yes,no,121.0,male,present,single,yes,Graduate,3.0515873015873014,0.0,0.83
1722,9085,22,4,14.153846153846152,5,15.428571428571429,no,no,127.0,male,present,single,yes,Graduate,4.108669108669108,0.0,1.27
1723,9773,18,0,11.166666666666666,0,12.4,yes,no,132.0,male,present,single,yes,Graduate,3.273148148148148,0.0,1.23
1724,171,21,13,12.0,14,12.666666666666666,no,no,147.0,male,present,single,yes,Graduate,3.4259259259259256,0.0,0.67
1726,9238,29,9,12.588235294117649,10,13.357142857142858,yes,no,142.0,male,present,single,yes,Graduate,3.6035247432306257,0.0,0.77
1729,9991,37,7,12.25,8,12.846153846153848,no,no,110.0,female,absent,married,yes,Graduate,3.485576923076923,0.0,0.6
1730,9147,20,0,11.6,0,12.8,no,no,128.0,female,present,single,yes,Graduate,3.3888888888888884,0.0,1.2
1735,9070,21,2,13.428571428571429,5,13.125,no,no,120.0,female,present,single,yes,Graduate,3.687996031746032,0.3,0.0
1736,9500,18,0,13.05375,0,13.05375,no,no,151.0,female,present,single,yes,Graduate,3.6260416666666666,0.0,0.0
1738,9003,27,0,14.166666666666666,0,13.833333333333334,no,no,140.0,female,present,single,yes,Graduate,3.888888888888889,0.33,0.0
1742,9130,18,0,13.714285714285714,0,13.333333333333334,no,no,121.0,female,present,single,yes,Dropout,3.7566137566137563,0.38,0.0
1749,9070,25,11,11.538461538461538,10,12.4,no,no,108.0,female,present,single,yes,Dropout,3.3247863247863245,0.0,0.86
1758,9670,19,0,14.428571428571429,0,15.0,no,no,125.0,male,present,single,yes,Graduate,4.087301587301588,0.0,0.57
1759,9500,18,0,13.117142857142856,0,12.6,yes,no,117.0,male,present,single,yes,Graduate,3.571825396825396,0.52,0.0
